Format Version,1.23,Take Name,Take 2020-10-05 02.17.12 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-05 02.17.13.348 PM,Total Frames in Take,5032,Total Exported Frames,5032,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2491,9.964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,9.968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,9.972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,9.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,9.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,9.984000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,9.988000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,9.992000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,9.996000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,10.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,10.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,10.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,10.012000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,10.016000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,10.020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,10.024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,10.028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,10.032000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,10.036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,10.040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,10.044000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,10.048000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,10.052000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,10.056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,10.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,10.064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,10.068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,10.072000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,10.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,10.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,10.084000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,10.088000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,10.092000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,10.096000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,10.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,10.104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,10.108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,10.112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,10.116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,10.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,10.124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,10.128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,10.132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,10.136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,10.140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,10.144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,10.148000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,10.152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,10.156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,10.160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,10.164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,10.168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,10.172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,10.176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,10.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,10.184000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,10.188000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,10.192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,10.196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,10.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,10.204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,10.208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,10.212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,10.216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,10.220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,10.224000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,10.228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,10.232000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,10.236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,10.240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,10.244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,10.248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,10.252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,10.256000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,10.260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,10.264000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,10.268000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,10.272000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,10.276000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,10.280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,10.284000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,10.288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,10.292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,10.296000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,10.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,10.304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,10.308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,10.312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,10.316000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,10.320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,10.324000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,10.328000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,10.332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,10.336000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,10.340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,10.344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,10.348000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,10.352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,10.356000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,10.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,10.364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,10.368000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,10.372000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,10.376000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,10.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,10.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,10.388000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,10.392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,10.396000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,10.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,10.404000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,10.408000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,10.412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,10.416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,10.420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,10.424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,10.428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,10.432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,10.436000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,10.440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,10.444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,10.448000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,10.452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,10.456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,10.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,10.464000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,10.468000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,10.472000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,10.476000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,10.480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,10.484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,10.488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,10.492000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,10.496000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,10.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,10.504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,10.508000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,10.512000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,10.516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,10.520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,10.524000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,10.528000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,10.532000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,10.536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,10.540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,10.544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,10.548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,10.552000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,10.556000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,10.560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,10.564000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,10.568000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,10.572000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,10.576000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,10.580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,10.584000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,10.588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,10.592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,10.596000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,10.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,10.604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,10.608000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,10.612000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,10.616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,10.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,10.624000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,10.628000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,10.632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,10.636000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,10.640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,10.644000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,10.648000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,10.652000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,10.656000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,10.660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,10.664000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,10.668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,10.672000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,10.676000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,10.680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,10.684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,10.688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,10.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,10.696000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,10.700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,10.704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,10.708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,10.712000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,10.716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,10.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,10.724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,10.728000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,10.732000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,10.736000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,10.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,10.744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,10.748000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,10.752000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,10.756000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,10.760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,10.764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,10.768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,10.772000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,10.776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,10.780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,10.784000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,10.788000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,10.792000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,10.796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,10.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,10.804000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,10.808000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,10.812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,10.816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,10.820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,10.824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,10.828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,10.832000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,10.836000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,10.840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,10.844000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,10.848000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,10.852000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,10.856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,10.860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,10.864000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,10.868000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,10.872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,10.876000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,10.880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,10.884000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,10.888000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,10.892000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,10.896000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,10.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,10.904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,10.908000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,10.912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,10.916000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,10.920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,10.924000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,10.928000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,10.932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,10.936000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,10.940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,10.944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,10.948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,10.952000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,10.956000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,10.960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,10.964000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,10.968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,10.972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,10.976000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,10.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,10.984000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,10.988000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,10.992000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,10.996000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,11.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,11.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,11.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,11.012000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,11.016000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,11.020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,11.024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,11.028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,11.032000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,11.036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,11.040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,11.044000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,11.048000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,11.052000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,11.056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,11.060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,11.064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,11.068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,11.072000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,11.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,11.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,11.084000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,11.088000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,11.092000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,11.096000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,11.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,11.104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,11.108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,11.112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,11.116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,11.120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,11.124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
