Format Version,1.23,Take Name,Take 2020-09-22 12.57.47 PM_001,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-09-22 01.04.13.444 PM,Total Frames in Take,6747,Total Exported Frames,6747,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
3427,13.708000,,,,,,,,,,,,,2.569464,-1.045542,-0.139482
3428,13.712000,,,,,,,,,,,,,2.575123,-1.041390,-0.136316
3429,13.716000,,,,,,,,,,,,,2.582868,-1.044120,-0.137107
3430,13.720000,,,,,,,,,,,,,2.589424,-1.045018,-0.136719
3431,13.724000,,,,,,,,,,,,,2.595167,-1.043509,-0.136041
3432,13.728000,,,,,,,,,,,,,2.601770,-1.042399,-0.135871
3433,13.732000,,,,,,,,,,,,,2.608664,-1.044148,-0.135913
3434,13.736000,,,,,,,,,,,,,,,
3435,13.740000,,,,,,,,,,,,,,,
3436,13.744000,,,,,,,,,,,,,,,
3437,13.748000,,,,,,,,,,,,,,,
3438,13.752000,,,,,,,,,,,,,,,
3439,13.756000,,,,,,,,,,,,,,,
3440,13.760000,,,,,,,,,,,,,,,
3441,13.764000,,,,,,,,,,,,,,,
3442,13.768000,,,,,,,,,,,,,,,
3443,13.772000,,,,,,,,,,,,,,,
3444,13.776000,,,,,,,,,,,,,,,
3445,13.780000,,,,,,,,,,,,,,,
3446,13.784000,,,,,,,,,,,,,,,
3447,13.788000,,,,,,,,,,,,,,,
3448,13.792000,,,,,,,,,,,,,,,
3449,13.796000,,,,,,,,,,,,,,,
3450,13.800000,,,,,,,,,,,,,,,
3451,13.804000,,,,,,,,,,,,,,,
3452,13.808000,,,,,,,,,,,,,,,
3453,13.812000,,,,,,,,,,,,,,,
3454,13.816000,,,,,,,,,,,,,,,
3455,13.820000,,,,,,,,,,,,,,,
3456,13.824000,,,,,,,,,,,,,,,
3457,13.828000,,,,,,,,,,,,,,,
3458,13.832000,,,,,,,,,,,,,,,
3459,13.836000,,,,,,,,,,,,,,,
3460,13.840000,,,,,,,,,,,,,,,
3461,13.844000,,,,,,,,,,,,,,,
3462,13.848000,,,,,,,,,,,,,,,
3463,13.852000,,,,,,,,,,,,,,,
3464,13.856000,,,,,,,,,,,,,,,
3465,13.860000,,,,,,,,,,,,,,,
3466,13.864000,,,,,,,,,,,,,,,
3467,13.868000,,,,,,,,,,,,,,,
3468,13.872000,,,,,,,,,,,,,,,
3469,13.876000,,,,,,,,,,,,,,,
3470,13.880000,,,,,,,,,,,,,,,
3471,13.884000,,,,,,,,,,,,,,,
3472,13.888000,,,,,,,,,,,,,,,
3473,13.892000,,,,,,,,,,,,,,,
3474,13.896000,,,,,,,,,,,,,,,
3475,13.900000,,,,,,,,,,,,,,,
3476,13.904000,,,,,,,,,,,,,,,
3477,13.908000,,,,,,,,,,,,,,,
3478,13.912000,,,,,,,,,,,,,,,
3479,13.916000,,,,,,,,,,,,,,,
3480,13.920000,,,,,,,,,,,,,,,
3481,13.924000,,,,,,,,,,,,,,,
3482,13.928000,,,,,,,,,,,,,,,
3483,13.932000,,,,,,,,,,,,,,,
3484,13.936000,,,,,,,,,,,,,,,
3485,13.940000,,,,,,,,,,,,,,,
3486,13.944000,,,,,,,,,,,,,,,
3487,13.948000,,,,,,,,,,,,,,,
3488,13.952000,,,,,,,,,,,,,,,
3489,13.956000,,,,,,,,,,,,,,,
3490,13.960000,,,,,,,,,,,,,,,
3491,13.964000,,,,,,,,,,,,,,,
3492,13.968000,,,,,,,,,,,,,,,
3493,13.972000,,,,,,,,,,,,,,,
3494,13.976000,,,,,,,,,,,,,,,
3495,13.980000,,,,,,,,,,,,,,,
3496,13.984000,,,,,,,,,,,,,,,
3497,13.988000,,,,,,,,,,,,,,,
3498,13.992000,,,,,,,,,,,,,,,
3499,13.996000,,,,,,,,,,,,,,,
3500,14.000000,,,,,,,,,,,,,,,
3501,14.004000,,,,,,,,,,,,,,,
3502,14.008000,,,,,,,,,,,,,,,
3503,14.012000,,,,,,,,,,,,,,,
3504,14.016000,,,,,,,,,,,,,,,
3505,14.020000,,,,,,,,,,,,,,,
3506,14.024000,,,,,,,,,,,,,,,
3507,14.028000,,,,,,,,,,,,,,,
3508,14.032000,,,,,,,,,,,,,,,
3509,14.036000,,,,,,,,,,,,,,,
3510,14.040000,,,,,,,,,,,,,,,
3511,14.044000,,,,,,,,,,,,,,,
3512,14.048000,,,,,,,,,,,,,,,
3513,14.052000,,,,,,,,,,,,,,,
3514,14.056000,,,,,,,,,,,,,,,
3515,14.060000,,,,,,,,,,,,,,,
3516,14.064000,,,,,,,,,,,,,,,
3517,14.068000,,,,,,,,,,,,,,,
3518,14.072000,,,,,,,,,,,,,,,
3519,14.076000,,,,,,,,,,,,,,,
3520,14.080000,,,,,,,,,,,,,,,
3521,14.084000,,,,,,,,,,,,,,,
3522,14.088000,,,,,,,,,,,,,,,
3523,14.092000,,,,,,,,,,,,,,,
3524,14.096000,,,,,,,,,,,,,,,
3525,14.100000,,,,,,,,,,,,,,,
3526,14.104000,,,,,,,,,,,,,,,
3527,14.108000,,,,,,,,,,,,,,,
3528,14.112000,,,,,,,,,,,,,,,
3529,14.116000,,,,,,,,,,,,,,,
3530,14.120000,,,,,,,,,,,,,,,
3531,14.124000,,,,,,,,,,,,,,,
3532,14.128000,,,,,,,,,,,,,,,
3533,14.132000,,,,,,,,,,,,,,,
3534,14.136000,,,,,,,,,,,,,,,
3535,14.140000,,,,,,,,,,,,,,,
3536,14.144000,,,,,,,,,,,,,,,
3537,14.148000,,,,,,,,,,,,,,,
3538,14.152000,,,,,,,,,,,,,,,
3539,14.156000,,,,,,,,,,,,,,,
3540,14.160000,,,,,,,,,,,,,,,
3541,14.164000,,,,,,,,,,,,,,,
3542,14.168000,,,,,,,,,,,,,,,
3543,14.172000,,,,,,,,,,,,,,,
3544,14.176000,,,,,,,,,,,,,,,
3545,14.180000,,,,,,,,,,,,,,,
3546,14.184000,,,,,,,,,,,,,,,
3547,14.188000,,,,,,,,,,,,,,,
3548,14.192000,,,,,,,,,,,,,,,
3549,14.196000,,,,,,,,,,,,,,,
3550,14.200000,,,,,,,,,,,,,,,
3551,14.204000,,,,,,,,,,,,,,,
3552,14.208000,,,,,,,,,,,,,,,
3553,14.212000,,,,,,,,,,,,,,,
3554,14.216000,,,,,,,,,,,,,,,
3555,14.220000,,,,,,,,,,,,,,,
3556,14.224000,,,,,,,,,,,,,,,
3557,14.228000,,,,,,,,,,,,,,,
3558,14.232000,,,,,,,,,,,,,,,
3559,14.236000,,,,,,,,,,,,,,,
3560,14.240000,,,,,,,,,,,,,,,
3561,14.244000,,,,,,,,,,,,,,,
3562,14.248000,,,,,,,,,,,,,,,
3563,14.252000,,,,,,,,,,,,,,,
3564,14.256000,,,,,,,,,,,,,,,
3565,14.260000,,,,,,,,,,,,,,,
3566,14.264000,,,,,,,,,,,,,,,
3567,14.268000,,,,,,,,,,,,,,,
3568,14.272000,,,,,,,,,,,,,,,
3569,14.276000,,,,,,,,,,,,,,,
3570,14.280000,,,,,,,,,,,,,,,
3571,14.284000,,,,,,,,,,,,,,,
3572,14.288000,,,,,,,,,,,,,,,
3573,14.292000,,,,,,,,,,,,,,,
3574,14.296000,,,,,,,,,,,,,,,
3575,14.300000,,,,,,,,,,,,,,,
3576,14.304000,,,,,,,,,,,,,,,
3577,14.308000,,,,,,,,,,,,,,,
3578,14.312000,,,,,,,,,,,,,,,
3579,14.316000,,,,,,,,,,,,,,,
3580,14.320000,,,,,,,,,,,,,,,
3581,14.324000,,,,,,,,,,,,,,,
3582,14.328000,,,,,,,,,,,,,,,
3583,14.332000,,,,,,,,,,,,,,,
3584,14.336000,,,,,,,,,,,,,,,
3585,14.340000,,,,,,,,,,,,,,,
3586,14.344000,,,,,,,,,,,,,,,
3587,14.348000,,,,,,,,,,,,,,,
3588,14.352000,,,,,,,,,,,,,,,
3589,14.356000,,,,,,,,,,,,,,,
3590,14.360000,,,,,,,,,,,,,,,
3591,14.364000,,,,,,,,,,,,,,,
3592,14.368000,,,,,,,,,,,,,,,
3593,14.372000,,,,,,,,,,,,,,,
3594,14.376000,,,,,,,,,,,,,,,
3595,14.380000,,,,,,,,,,,,,,,
3596,14.384000,,,,,,,,,,,,,,,
3597,14.388000,,,,,,,,,,,,,,,
3598,14.392000,,,,,,,,,,,,,,,
3599,14.396000,,,,,,,,,,,,,,,
3600,14.400000,,,,,,,,,,,,,,,
3601,14.404000,,,,,,,,,,,,,,,
3602,14.408000,,,,,,,,,,,,,,,
3603,14.412000,,,,,,,,,,,,,,,
3604,14.416000,,,,,,,,,,,,,,,
3605,14.420000,,,,,,,,,,,,,,,
3606,14.424000,,,,,,,,,,,,,,,
3607,14.428000,,,,,,,,,,,,,,,
3608,14.432000,,,,,,,,,,,,,,,
3609,14.436000,,,,,,,,,,,,,,,
3610,14.440000,,,,,,,,,,,,,,,
3611,14.444000,,,,,,,,,,,,,,,
3612,14.448000,,,,,,,,,,,,,,,
3613,14.452000,,,,,,,,,,,,,,,
3614,14.456000,,,,,,,,,,,,,,,
3615,14.460000,,,,,,,,,,,,,,,
3616,14.464000,,,,,,,,,,,,,,,
3617,14.468000,,,,,,,,,,,,,,,
3618,14.472000,,,,,,,,,,,,,,,
3619,14.476000,,,,,,,,,,,,,,,
3620,14.480000,,,,,,,,,,,,,,,
3621,14.484000,,,,,,,,,,,,,,,
3622,14.488000,,,,,,,,,,,,,,,
3623,14.492000,,,,,,,,,,,,,,,
3624,14.496000,,,,,,,,,,,,,,,
3625,14.500000,,,,,,,,,,,,,,,
3626,14.504000,,,,,,,,,,,,,,,
3627,14.508000,,,,,,,,,,,,,,,
3628,14.512000,,,,,,,,,,,,,,,
3629,14.516000,,,,,,,,,,,,,,,
3630,14.520000,,,,,,,,,,,,,,,
3631,14.524000,,,,,,,,,,,,,,,
3632,14.528000,,,,,,,,,,,,,,,
3633,14.532000,,,,,,,,,,,,,,,
3634,14.536000,,,,,,,,,,,,,,,
3635,14.540000,,,,,,,,,,,,,,,
3636,14.544000,,,,,,,,,,,,,,,
3637,14.548000,,,,,,,,,,,,,,,
3638,14.552000,,,,,,,,,,,,,,,
3639,14.556000,,,,,,,,,,,,,,,
3640,14.560000,,,,,,,,,,,,,,,
3641,14.564000,,,,,,,,,,,,,,,
3642,14.568000,,,,,,,,,,,,,,,
3643,14.572000,,,,,,,,,,,,,,,
3644,14.576000,,,,,,,,,,,,,,,
3645,14.580000,,,,,,,,,,,,,,,
3646,14.584000,,,,,,,,,,,,,,,
3647,14.588000,,,,,,,,,,,,,,,
3648,14.592000,,,,,,,,,,,,,,,
3649,14.596000,,,,,,,,,,,,,,,
3650,14.600000,,,,,,,,,,,,,,,
3651,14.604000,,,,,,,,,,,,,,,
3652,14.608000,,,,,,,,,,,,,,,
3653,14.612000,,,,,,,,,,,,,,,
3654,14.616000,,,,,,,,,,,,,,,
3655,14.620000,,,,,,,,,,,,,,,
3656,14.624000,,,,,,,,,,,,,,,
3657,14.628000,,,,,,,,,,,,,,,
3658,14.632000,,,,,,,,,,,,,,,
3659,14.636000,,,,,,,,,,,,,,,
3660,14.640000,,,,,,,,,,,,,,,
3661,14.644000,,,,,,,,,,,,,,,
3662,14.648000,,,,,,,,,,,,,,,
3663,14.652000,,,,,,,,,,,,,,,
3664,14.656000,,,,,,,,,,,,,,,
3665,14.660000,,,,,,,,,,,,,,,
3666,14.664000,,,,,,,,,,,,,,,
3667,14.668000,,,,,,,,,,,,,,,
3668,14.672000,,,,,,,,,,,,,,,
3669,14.676000,,,,,,,,,,,,,,,
3670,14.680000,,,,,,,,,,,,,,,
3671,14.684000,,,,,,,,,,,,,,,
3672,14.688000,,,,,,,,,,,,,,,
3673,14.692000,,,,,,,,,,,,,,,
3674,14.696000,,,,,,,,,,,,,,,
3675,14.700000,,,,,,,,,,,,,,,
3676,14.704000,,,,,,,,,,,,,,,
3677,14.708000,,,,,,,,,,,,,,,
3678,14.712000,,,,,,,,,,,,,,,
3679,14.716000,,,,,,,,,,,,,,,
3680,14.720000,,,,,,,,,,,,,,,
3681,14.724000,,,,,,,,,,,,,,,
3682,14.728000,,,,,,,,,,,,,,,
3683,14.732000,,,,,,,,,,,,,,,
3684,14.736000,,,,,,,,,,,,,,,
3685,14.740000,,,,,,,,,,,,,,,
3686,14.744000,,,,,,,,,,,,,,,
3687,14.748000,,,,,,,,,,,,,,,
3688,14.752000,,,,,,,,,,,,,,,
3689,14.756000,,,,,,,,,,,,,,,
3690,14.760000,,,,,,,,,,,,,,,
3691,14.764000,,,,,,,,,,,,,,,
3692,14.768000,,,,,,,,,,,,,,,
3693,14.772000,,,,,,,,,,,,,,,
3694,14.776000,,,,,,,,,,,,,,,
3695,14.780000,,,,,,,,,,,,,,,
3696,14.784000,,,,,,,,,,,,,,,
3697,14.788000,,,,,,,,,,,,,,,
3698,14.792000,,,,,,,,,,,,,,,
3699,14.796000,,,,,,,,,,,,,,,
3700,14.800000,,,,,,,,,,,,,,,
3701,14.804000,,,,,,,,,,,,,,,
3702,14.808000,,,,,,,,,,,,,,,
3703,14.812000,,,,,,,,,,,,,,,
3704,14.816000,,,,,,,,,,,,,,,
3705,14.820000,,,,,,,,,,,,,,,
3706,14.824000,,,,,,,,,,,,,,,
3707,14.828000,,,,,,,,,,,,,,,
3708,14.832000,,,,,,,,,,,,,,,
3709,14.836000,,,,,,,,,,,,,,,
3710,14.840000,,,,,,,,,,,,,,,
3711,14.844000,,,,,,,,,,,,,,,
3712,14.848000,,,,,,,,,,,,,,,
3713,14.852000,,,,,,,,,,,,,,,
3714,14.856000,,,,,,,,,,,,,,,
3715,14.860000,,,,,,,,,,,,,,,
3716,14.864000,,,,,,,,,,,,,,,
3717,14.868000,,,,,,,,,,,,,,,
3718,14.872000,,,,,,,,,,,,,,,
3719,14.876000,,,,,,,,,,,,,,,
3720,14.880000,,,,,,,,,,,,,,,
3721,14.884000,,,,,,,,,,,,,,,
3722,14.888000,,,,,,,,,,,,,,,
3723,14.892000,,,,,,,,,,,,,,,
3724,14.896000,,,,,,,,,,,,,,,
3725,14.900000,,,,,,,,,,,,,,,
3726,14.904000,,,,,,,,,,,,,,,
3727,14.908000,,,,,,,,,,,,,,,
3728,14.912000,,,,,,,,,,,,,,,
3729,14.916000,,,,,,,,,,,,,,,
3730,14.920000,,,,,,,,,,,,,,,
3731,14.924000,,,,,,,,,,,,,,,
3732,14.928000,,,,,,,,,,,,,,,
3733,14.932000,,,,,,,,,,,,,,,
3734,14.936000,,,,,,,,,,,,,,,
3735,14.940000,,,,,,,,,,,,,,,
3736,14.944000,,,,,,,,,,,,,,,
3737,14.948000,,,,,,,,,,,,,,,
3738,14.952000,,,,,,,,,,,,,,,
3739,14.956000,,,,,,,,,,,,,,,
3740,14.960000,,,,,,,,,,,,,,,
3741,14.964000,,,,,,,,,,,,,,,
3742,14.968000,,,,,,,,,,,,,,,
3743,14.972000,,,,,,,,,,,,,,,
3744,14.976000,,,,,,,,,,,,,,,
3745,14.980000,,,,,,,,,,,,,,,
3746,14.984000,,,,,,,,,,,,,,,
3747,14.988000,,,,,,,,,,,,,,,
3748,14.992000,,,,,,,,,,,,,,,
3749,14.996000,,,,,,,,,,,,,,,
3750,15.000000,,,,,,,,,,,,,,,
3751,15.004000,,,,,,,,,,,,,,,
3752,15.008000,,,,,,,,,,,,,,,
3753,15.012000,,,,,,,,,,,,,,,
3754,15.016000,,,,,,,,,,,,,,,
3755,15.020000,,,,,,,,,,,,,,,
3756,15.024000,,,,,,,,,,,,,,,
3757,15.028000,,,,,,,,,,,,,,,
3758,15.032000,,,,,,,,,,,,,,,
3759,15.036000,,,,,,,,,,,,,,,
3760,15.040000,,,,,,,,,,,,,,,
3761,15.044000,,,,,,,,,,,,,,,
3762,15.048000,,,,,,,,,,,,,,,
3763,15.052000,,,,,,,,,,,,,,,
3764,15.056000,,,,,,,,,,,,,,,
3765,15.060000,,,,,,,,,,,,,,,
3766,15.064000,,,,,,,,,,,,,,,
3767,15.068000,,,,,,,,,,,,,,,
3768,15.072000,,,,,,,,,,,,,,,
3769,15.076000,,,,,,,,,,,,,,,
3770,15.080000,,,,,,,,,,,,,,,
3771,15.084000,,,,,,,,,,,,,,,
3772,15.088000,,,,,,,,,,,,,,,
3773,15.092000,,,,,,,,,,,,,,,
3774,15.096000,,,,,,,,,,,,,,,
3775,15.100000,,,,,,,,,,,,,,,
3776,15.104000,,,,,,,,,,,,,,,
3777,15.108000,,,,,,,,,,,,,,,
3778,15.112000,,,,,,,,,,,,,,,
3779,15.116000,,,,,,,,,,,,,,,
3780,15.120000,,,,,,,,,,,,,,,
3781,15.124000,,,,,,,,,,,,,,,
3782,15.128000,,,,,,,,,,,,,,,
3783,15.132000,,,,,,,,,,,,,,,
3784,15.136000,,,,,,,,,,,,,,,
3785,15.140000,,,,,,,,,,,,,,,
3786,15.144000,,,,,,,,,,,,,,,
3787,15.148000,,,,,,,,,,,,,,,
3788,15.152000,,,,,,,,,,,,,,,
3789,15.156000,,,,,,,,,,,,,,,
3790,15.160000,,,,,,,,,,,,,,,
3791,15.164000,,,,,,,,,,,,,,,
3792,15.168000,,,,,,,,,,,,,,,
3793,15.172000,,,,,,,,,,,,,,,
3794,15.176000,,,,,,,,,,,,,,,
3795,15.180000,,,,,,,,,,,,,,,
3796,15.184000,,,,,,,,,,,,,,,
3797,15.188000,,,,,,,,,,,,,,,
3798,15.192000,,,,,,,,,,,,,,,
3799,15.196000,,,,,,,,,,,,,,,
3800,15.200000,,,,,,,,,,,,,,,
3801,15.204000,,,,,,,,,,,,,,,
3802,15.208000,,,,,,,,,,,,,,,
3803,15.212000,,,,,,,,,,,,,,,
3804,15.216000,,,,,,,,,,,,,,,
3805,15.220000,,,,,,,,,,,,,,,
3806,15.224000,,,,,,,,,,,,,,,
3807,15.228000,,,,,,,,,,,,,,,
3808,15.232000,,,,,,,,,,,,,,,
3809,15.236000,,,,,,,,,,,,,,,
3810,15.240000,,,,,,,,,,,,,,,
3811,15.244000,,,,,,,,,,,,,,,
3812,15.248000,,,,,,,,,,,,,,,
3813,15.252000,,,,,,,,,,,,,,,
3814,15.256000,,,,,,,,,,,,,,,
3815,15.260000,,,,,,,,,,,,,,,
3816,15.264000,,,,,,,,,,,,,,,
3817,15.268000,,,,,,,,,,,,,,,
3818,15.272000,,,,,,,,,,,,,,,
3819,15.276000,,,,,,,,,,,,,,,
3820,15.280000,,,,,,,,,,,,,,,
3821,15.284000,,,,,,,,,,,,,,,
3822,15.288000,,,,,,,,,,,,,,,
3823,15.292000,,,,,,,,,,,,,,,
3824,15.296000,,,,,,,,,,,,,,,
3825,15.300000,,,,,,,,,,,,,,,
3826,15.304000,,,,,,,,,,,,,,,
3827,15.308000,,,,,,,,,,,,,,,
3828,15.312000,,,,,,,,,,,,,,,
3829,15.316000,,,,,,,,,,,,,,,
3830,15.320000,,,,,,,,,,,,,,,
3831,15.324000,,,,,,,,,,,,,,,
3832,15.328000,,,,,,,,,,,,,,,
3833,15.332000,,,,,,,,,,,,,,,
3834,15.336000,,,,,,,,,,,,,,,
3835,15.340000,,,,,,,,,,,,,,,
3836,15.344000,,,,,,,,,,,,,,,
3837,15.348000,,,,,,,,,,,,,,,
3838,15.352000,,,,,,,,,,,,,,,
3839,15.356000,,,,,,,,,,,,,,,
3840,15.360000,,,,,,,,,,,,,,,
3841,15.364000,,,,,,,,,,,,,,,
3842,15.368000,,,,,,,,,,,,,,,
3843,15.372000,,,,,,,,,,,,,,,
3844,15.376000,,,,,,,,,,,,,,,
3845,15.380000,,,,,,,,,,,,,,,
3846,15.384000,,,,,,,,,,,,,,,
3847,15.388000,,,,,,,,,,,,,,,
3848,15.392000,,,,,,,,,,,,,,,
3849,15.396000,,,,,,,,,,,,,,,
3850,15.400000,,,,,,,,,,,,,,,
3851,15.404000,,,,,,,,,,,,,,,
3852,15.408000,,,,,,,,,,,,,,,
3853,15.412000,,,,,,,,,,,,,,,
3854,15.416000,,,,,,,,,,,,,,,
3855,15.420000,,,,,,,,,,,,,,,
3856,15.424000,,,,,,,,,,,,,,,
3857,15.428000,,,,,,,,,,,,,,,
3858,15.432000,,,,,,,,,,,,,,,
3859,15.436000,,,,,,,,,,,,,,,
3860,15.440000,,,,,,,,,,,,,,,
3861,15.444000,,,,,,,,,,,,,,,
3862,15.448000,,,,,,,,,,,,,,,
3863,15.452000,,,,,,,,,,,,,,,
3864,15.456000,,,,,,,,,,,,,,,
3865,15.460000,,,,,,,,,,,,,,,
3866,15.464000,,,,,,,,,,,,,,,
3867,15.468000,,,,,,,,,,,,,,,
3868,15.472000,,,,,,,,,,,,,,,
3869,15.476000,,,,,,,,,,,,,,,
3870,15.480000,,,,,,,,,,,,,,,
3871,15.484000,,,,,,,,,,,,,,,
3872,15.488000,,,,,,,,,,,,,,,
3873,15.492000,,,,,,,,,,,,,,,
3874,15.496000,,,,,,,,,,,,,,,
3875,15.500000,,,,,,,,,,,,,,,
3876,15.504000,,,,,,,,,,,,,,,
3877,15.508000,,,,,,,,,,,,,,,
3878,15.512000,,,,,,,,,,,,,,,
3879,15.516000,,,,,,,,,,,,,,,
3880,15.520000,,,,,,,,,,,,,,,
3881,15.524000,,,,,,,,,,,,,,,
3882,15.528000,,,,,,,,,,,,,,,
3883,15.532000,,,,,,,,,,,,,,,
3884,15.536000,,,,,,,,,,,,,,,
3885,15.540000,,,,,,,,,,,,,,,
3886,15.544000,,,,,,,,,,,,,,,
3887,15.548000,,,,,,,,,,,,,,,
3888,15.552000,,,,,,,,,,,,,,,
3889,15.556000,,,,,,,,,,,,,,,
3890,15.560000,,,,,,,,,,,,,,,
3891,15.564000,,,,,,,,,,,,,,,
3892,15.568000,,,,,,,,,,,,,,,
3893,15.572000,,,,,,,,,,,,,,,
3894,15.576000,,,,,,,,,,,,,,,
3895,15.580000,,,,,,,,,,,,,,,
3896,15.584000,,,,,,,,,,,,,,,
3897,15.588000,,,,,,,,,,,,,,,
3898,15.592000,,,,,,,,,,,,,,,
3899,15.596000,,,,,,,,,,,,,,,
3900,15.600000,,,,,,,,,,,,,,,
3901,15.604000,,,,,,,,,,,,,,,
3902,15.608000,,,,,,,,,,,,,,,
3903,15.612000,,,,,,,,,,,,,,,
3904,15.616000,,,,,,,,,,,,,,,
3905,15.620000,,,,,,,,,,,,,,,
3906,15.624000,,,,,,,,,,,,,,,
3907,15.628000,,,,,,,,,,,,,,,
3908,15.632000,,,,,,,,,,,,,,,
3909,15.636000,,,,,,,,,,,,,,,
3910,15.640000,,,,,,,,,,,,,,,
3911,15.644000,,,,,,,,,,,,,,,
3912,15.648000,,,,,,,,,,,,,,,
3913,15.652000,,,,,,,,,,,,,,,
3914,15.656000,,,,,,,,,,,,,,,
3915,15.660000,,,,,,,,,,,,,,,
3916,15.664000,,,,,,,,,,,,,,,
3917,15.668000,,,,,,,,,,,,,,,
3918,15.672000,,,,,,,,,,,,,,,
3919,15.676000,,,,,,,,,,,,,,,
3920,15.680000,,,,,,,,,,,,,,,
3921,15.684000,,,,,,,,,,,,,,,
3922,15.688000,,,,,,,,,,,,,,,
3923,15.692000,,,,,,,,,,,,,,,
3924,15.696000,,,,,,,,,,,,,,,
3925,15.700000,,,,,,,,,,,,,,,
3926,15.704000,,,,,,,,,,,,,,,
3927,15.708000,,,,,,,,,,,,,,,
3928,15.712000,,,,,,,,,,,,,,,
3929,15.716000,,,,,,,,,,,,,,,
3930,15.720000,,,,,,,,,,,,,,,
3931,15.724000,,,,,,,,,,,,,,,
3932,15.728000,,,,,,,,,,,,,,,
3933,15.732000,,,,,,,,,,,,,,,
3934,15.736000,,,,,,,,,,,,,,,
3935,15.740000,,,,,,,,,,,,,,,
3936,15.744000,,,,,,,,,,,,,,,
3937,15.748000,,,,,,,,,,,,,,,
3938,15.752000,,,,,,,,,,,,,,,
3939,15.756000,,,,,,,,,,,,,,,
3940,15.760000,,,,,,,,,,,,,,,
3941,15.764000,,,,,,,,,,,,,,,
3942,15.768000,,,,,,,,,,,,,,,
3943,15.772000,,,,,,,,,,,,,,,
3944,15.776000,,,,,,,,,,,,,,,
3945,15.780000,,,,,,,,,,,,,,,
3946,15.784000,,,,,,,,,,,,,,,
3947,15.788000,,,,,,,,,,,,,,,
3948,15.792000,,,,,,,,,,,,,,,
3949,15.796000,,,,,,,,,,,,,,,
3950,15.800000,,,,,,,,,,,,,,,
3951,15.804000,,,,,,,,,,,,,,,
3952,15.808000,,,,,,,,,,,,,,,
3953,15.812000,,,,,,,,,,,,,,,
3954,15.816000,,,,,,,,,,,,,,,
3955,15.820000,,,,,,,,,,,,,,,
3956,15.824000,,,,,,,,,,,,,,,
3957,15.828000,,,,,,,,,,,,,,,
3958,15.832000,,,,,,,,,,,,,,,
3959,15.836000,,,,,,,,,,,,,,,
3960,15.840000,,,,,,,,,,,,,,,
3961,15.844000,,,,,,,,,,,,,,,
3962,15.848000,,,,,,,,,,,,,,,
3963,15.852000,,,,,,,,,,,,,,,
3964,15.856000,,,,,,,,,,,,,,,
3965,15.860000,,,,,,,,,,,,,,,
3966,15.864000,,,,,,,,,,,,,,,
3967,15.868000,,,,,,,,,,,,,,,
3968,15.872000,,,,,,,,,,,,,,,
3969,15.876000,,,,,,,,,,,,,,,
3970,15.880000,,,,,,,,,,,,,,,
3971,15.884000,,,,,,,,,,,,,,,
3972,15.888000,,,,,,,,,,,,,,,
3973,15.892000,,,,,,,,,,,,,,,
3974,15.896000,,,,,,,,,,,,,,,
3975,15.900000,,,,,,,,,,,,,,,
3976,15.904000,,,,,,,,,,,,,,,
3977,15.908000,,,,,,,,,,,,,,,
3978,15.912000,,,,,,,,,,,,,,,
3979,15.916000,,,,,,,,,,,,,,,
3980,15.920000,,,,,,,,,,,,,,,
3981,15.924000,,,,,,,,,,,,,,,
3982,15.928000,,,,,,,,,,,,,,,
3983,15.932000,,,,,,,,,,,,,,,
3984,15.936000,,,,,,,,,,,,,,,
3985,15.940000,,,,,,,,,,,,,,,
3986,15.944000,,,,,,,,,,,,,,,
3987,15.948000,,,,,,,,,,,,,,,
3988,15.952000,,,,,,,,,,,,,,,
3989,15.956000,,,,,,,,,,,,,,,
3990,15.960000,,,,,,,,,,,,,,,
3991,15.964000,,,,,,,,,,,,,,,
3992,15.968000,,,,,,,,,,,,,,,
3993,15.972000,,,,,,,,,,,,,,,
3994,15.976000,,,,,,,,,,,,,,,
3995,15.980000,,,,,,,,,,,,,,,
3996,15.984000,,,,,,,,,,,,,,,
3997,15.988000,,,,,,,,,,,,,,,
3998,15.992000,,,,,,,,,,,,,,,
3999,15.996000,,,,,,,,,,,,,,,
4000,16.000000,,,,,,,,,,,,,,,
4001,16.004000,,,,,,,,,,,,,,,
4002,16.008000,,,,,,,,,,,,,,,
4003,16.012000,,,,,,,,,,,,,,,
4004,16.016000,,,,,,,,,,,,,,,
4005,16.020000,,,,,,,,,,,,,,,
4006,16.024000,,,,,,,,,,,,,,,
4007,16.028000,,,,,,,,,,,,,,,
4008,16.032000,,,,,,,,,,,,,,,
4009,16.036000,,,,,,,,,,,,,,,
4010,16.040000,,,,,,,,,,,,,,,
4011,16.044000,,,,,,,,,,,,,,,
4012,16.048000,,,,,,,,,,,,,,,
4013,16.052000,,,,,,,,,,,,,,,
4014,16.056000,,,,,,,,,,,,,,,
4015,16.060000,,,,,,,,,,,,,,,
4016,16.064000,,,,,,,,,,,,,,,
4017,16.068000,,,,,,,,,,,,,,,
4018,16.072000,,,,,,,,,,,,,,,
4019,16.076000,,,,,,,,,,,,,,,
4020,16.080000,,,,,,,,,,,,,,,
