Format Version,1.23,Take Name,Take 2020-08-24 12.15.51 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-08-24 12.15.52.068 PM,Total Frames in Take,11299,Total Exported Frames,11299,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1672,6.688000,,,,,,,,,,0.158082,1.191169,1.436343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,6.692000,,,,,,,,,,0.160249,1.189516,1.435808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,6.696000,,,,,,,,,,0.162337,1.187931,1.435155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,6.700000,,,,,,,,,,0.164631,1.186226,1.434724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,6.704000,,,,,,,,,,0.166952,1.184496,1.434215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,6.708000,,,,,,,,,,0.169278,1.182780,1.433753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,6.712000,,,,,,,,,,0.171763,1.180973,1.433407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,6.716000,,,,,,,,,,0.174267,1.179166,1.433015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,6.720000,,,,,,,,,,0.176763,1.177326,1.432609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,6.724000,,,,,,,,,,0.179422,1.175404,1.432334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,6.728000,,,,,,,,,,0.182145,1.173396,1.432081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,6.732000,,,,,,,,,,0.184886,1.171431,1.431724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,6.736000,,,,,,,,,,0.187541,1.169523,1.431380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,6.740000,,,,,,,,,,0.190423,1.167470,1.431184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,6.744000,,,,,,,,,,0.193461,1.165333,1.430976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,6.748000,,,,,,,,,,0.196470,1.163274,1.430750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,6.752000,,,,,,,,,,0.199470,1.161189,1.430550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,6.756000,,,,,,,,,,0.202427,1.159137,1.430383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,6.760000,,,,,,,,,,0.205514,1.157013,1.430309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,6.764000,,,,,,,,,,0.208878,1.154729,1.430187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,6.768000,,,,,,,,,,0.213074,1.153080,1.429215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,6.772000,,,,,,,,,,0.216466,1.151022,1.429221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,6.776000,,,,,,,,,,0.219740,1.148798,1.429199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,6.780000,,,,,,,,,,0.223211,1.146740,1.429215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,6.784000,,,,,,,,,,0.225552,1.144061,1.430207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,6.788000,,,,,,,,,,0.230384,1.142541,1.429418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,6.792000,,,,,,,,,,0.234227,1.140554,1.429615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,6.796000,,,,,,,,,,0.237822,1.138456,1.429771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,6.800000,,,,,,,,,,0.241655,1.136377,1.430008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,6.804000,,,,,,,,,,0.245523,1.134316,1.430270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,6.808000,,,,,,,,,,0.249457,1.132307,1.430562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,6.812000,,,,,,,,,,0.253470,1.130281,1.430834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,6.816000,,,,,,,,,,0.257428,1.128243,1.431121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,6.820000,,,,,,,,,,0.261518,1.126327,1.431459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,6.824000,,,,,,,,,,0.265532,1.124323,1.431768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,6.828000,,,,,,,,,,0.269579,1.122390,1.432064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,6.832000,,,,,,,,,,0.273689,1.120496,1.432378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,6.836000,,,,,,,,,,0.277825,1.118686,1.432687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,6.840000,,,,,,,,,,0.281794,1.116778,1.432990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,6.844000,,,,,,,,,,0.285807,1.114959,1.433274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,6.848000,,,,,,,,,,0.290155,1.113339,1.433641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,6.852000,,,,,,,,,,0.294281,1.111648,1.433974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,6.856000,,,,,,,,,,0.298357,1.110051,1.434322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,6.860000,,,,,,,,,,0.302302,1.108342,1.434654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,6.864000,,,,,,,,,,0.306389,1.106778,1.435017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,6.868000,,,,,,,,,,0.310655,1.105356,1.435379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,6.872000,,,,,,,,,,0.314887,1.103892,1.435764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,6.876000,,,,,,,,,,0.318891,1.102340,1.436092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,6.880000,,,,,,,,,,0.322912,1.100856,1.436450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,6.884000,,,,,,,,,,0.326765,1.099270,1.436811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,6.888000,,,,,,,,,,0.330958,1.098042,1.437195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,6.892000,,,,,,,,,,0.334973,1.096716,1.437610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,6.896000,,,,,,,,,,0.339024,1.095426,1.438038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,6.900000,,,,,,,,,,0.342996,1.094106,1.438445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,6.904000,,,,,,,,,,0.346953,1.092795,1.438877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,6.908000,,,,,,,,,,0.351163,1.091772,1.439315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,6.912000,,,,,,,,,,0.355156,1.090536,1.439764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,6.916000,,,,,,,,,,0.359182,1.089380,1.440190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,6.920000,,,,,,,,,,0.363328,1.088406,1.440635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,6.924000,,,,,,,,,,0.367246,1.087380,1.441119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,6.928000,,,,,,,,,,0.371005,1.086135,1.441540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,6.932000,,,,,,,,,,0.375086,1.085264,1.441979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,6.936000,,,,,,,,,,0.379064,1.084311,1.442424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,6.940000,,,,,,,,,,0.383078,1.083414,1.442831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,6.944000,,,,,,,,,,0.384310,1.080504,1.442768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,6.948000,,,,,,,,,,0.390999,1.081857,1.443701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,6.952000,,,,,,,,,,0.394795,1.080989,1.444074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,6.956000,,,,,,,,,,0.396292,1.078457,1.443972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,6.960000,,,,,,,,,,0.400003,1.076573,1.444282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,6.964000,,,,,,,,,,0.404095,1.077194,1.444733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,6.968000,,,,,,,,,,0.407775,1.075316,1.444943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,6.972000,,,,,,,,,,0.411655,1.074808,1.445247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,6.976000,,,,,,,,,,0.415520,1.074205,1.445513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,6.980000,,,,,,,,,,0.419534,1.074943,1.445933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,6.984000,,,,,,,,,,0.423219,1.073247,1.446021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,6.988000,,,,,,,,,,0.427062,1.072786,1.446223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,6.992000,,,,,,,,,,0.430872,1.072357,1.446445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,6.996000,,,,,,,,,,0.434682,1.071899,1.446613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,7.000000,,,,,,,,,,0.438474,1.071517,1.446794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,7.004000,,,,,,,,,,0.442252,1.071141,1.446956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,7.008000,,,,,,,,,,0.446010,1.070784,1.447080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,7.012000,,,,,,,,,,0.449746,1.070437,1.447210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,7.016000,,,,,,,,,,0.453480,1.070083,1.447286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,7.020000,,,,,,,,,,0.457235,1.069797,1.447345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,7.024000,,,,,,,,,,0.460965,1.069432,1.447418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,7.028000,,,,,,,,,,0.464708,1.069174,1.447446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,7.032000,,,,,,,,,,0.468447,1.069031,1.447472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,7.036000,,,,,,,,,,0.472138,1.068705,1.447459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,7.040000,,,,,,,,,,0.475854,1.068528,1.447458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,7.044000,,,,,,,,,,0.479548,1.068292,1.447397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,7.048000,,,,,,,,,,0.483233,1.068203,1.447355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,7.052000,,,,,,,,,,0.486898,1.067984,1.447268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,7.056000,,,,,,,,,,0.490553,1.067910,1.447180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,7.060000,,,,,,,,,,0.494226,1.067732,1.447042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,7.064000,,,,,,,,,,0.497866,1.067728,1.446932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,7.068000,,,,,,,,,,0.501426,1.067651,1.446837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,7.072000,,,,,,,,,,0.505037,1.067646,1.446733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,7.076000,,,,,,,,,,0.508623,1.067690,1.446584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,7.080000,,,,,,,,,,0.512098,1.067658,1.446443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,7.084000,,,,,,,,,,0.515640,1.067753,1.446280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,7.088000,,,,,,,,,,0.519077,1.067848,1.446141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,7.092000,,,,,,,,,,0.522556,1.067978,1.445966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,7.096000,,,,,,,,,,0.525949,1.068036,1.445776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,7.100000,,,,,,,,,,0.529332,1.068138,1.445583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,7.104000,,,,,,,,,,0.532657,1.068259,1.445348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,7.108000,,,,,,,,,,0.536051,1.068464,1.445100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,7.112000,,,,,,,,,,0.539301,1.068575,1.444864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,7.116000,,,,,,,,,,0.542613,1.068755,1.444552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,7.120000,,,,,,,,,,0.545878,1.068915,1.444293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,7.124000,,,,,,,,,,0.549078,1.069063,1.443964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,7.128000,,,,,,,,,,0.552336,1.069316,1.443637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,7.132000,,,,,,,,,,0.555531,1.069517,1.443287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,7.136000,,,,,,,,,,0.558670,1.069780,1.442927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,7.140000,,,,,,,,,,0.561771,1.069980,1.442557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,7.144000,,,,,,,,,,0.564909,1.070211,1.442140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,7.148000,,,,,,,,,,0.567993,1.070449,1.441746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,7.152000,,,,,,,,,,0.571037,1.070630,1.441320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,7.156000,,,,,,,,,,0.574012,1.070836,1.440855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,7.160000,,,,,,,,,,0.576961,1.071159,1.440425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,7.164000,,,,,,,,,,0.579905,1.071590,1.439955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,7.168000,,,,,,,,,,0.582759,1.071853,1.439496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,7.172000,,,,,,,,,,0.585600,1.072078,1.438945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,7.176000,,,,,,,,,,0.588362,1.072222,1.438549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,7.180000,,,,,,,,,,0.591140,1.072750,1.438001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,7.184000,,,,,,,,,,0.593924,1.073223,1.437484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,7.188000,,,,,,,,,,0.596591,1.073366,1.437026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,7.192000,,,,,,,,,,0.599215,1.073705,1.436505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,7.196000,,,,,,,,,,0.601710,1.074647,1.436264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,7.200000,,,,,,,,,,0.604422,1.074408,1.435511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,7.204000,,,,,,,,,,0.607019,1.074771,1.434945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,7.208000,,,,,,,,,,0.609459,1.075755,1.434690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,7.212000,,,,,,,,,,0.612377,1.076618,1.434566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,7.216000,,,,,,,,,,0.614519,1.075841,1.433339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,7.220000,,,,,,,,,,0.617073,1.076444,1.432759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,7.224000,,,,,,,,,,0.619379,1.076484,1.432262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,7.228000,,,,,,,,,,0.621820,1.077099,1.431731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,7.232000,,,,,,,,,,0.624170,1.077428,1.431108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,7.236000,,,,,,,,,,0.626697,1.078971,1.431249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,7.240000,,,,,,,,,,0.629241,1.079124,1.430540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,7.244000,,,,,,,,,,0.631195,1.079717,1.430127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,7.248000,,,,,,,,,,0.633322,1.079174,1.428997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,7.252000,,,,,,,,,,0.635994,1.080345,1.428925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,7.256000,,,,,,,,,,0.637724,1.079969,1.427920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,7.260000,,,,,,,,,,0.640020,1.081278,1.428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,7.264000,,,,,,,,,,0.642009,1.080889,1.426936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,7.268000,,,,,,,,,,0.644130,1.081257,1.426359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,7.272000,,,,,,,,,,0.646319,1.082619,1.426341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,7.276000,,,,,,,,,,0.648318,1.082291,1.425286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,7.280000,,,,,,,,,,0.650339,1.082579,1.424734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,7.284000,,,,,,,,,,0.652310,1.083052,1.424132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,7.288000,,,,,,,,,,0.654442,1.084398,1.424195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,7.292000,,,,,,,,,,0.656244,1.083893,1.423133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,7.296000,,,,,,,,,,0.658189,1.085322,1.423115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,7.300000,,,,,,,,,,0.659986,1.084784,1.422038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,7.304000,,,,,,,,,,0.661968,1.086201,1.422086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,7.308000,,,,,,,,,,0.663731,1.085718,1.420953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,7.312000,,,,,,,,,,0.665953,1.086919,1.420710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,7.316000,,,,,,,,,,0.667334,1.086695,1.419897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,7.320000,,,,,,,,,,0.669426,1.087677,1.419671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,7.324000,,,,,,,,,,0.671200,1.088178,1.419032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,7.328000,,,,,,,,,,0.672857,1.088591,1.418530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,7.332000,,,,,,,,,,0.674612,1.088981,1.418054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,7.336000,,,,,,,,,,0.676302,1.089424,1.417368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,7.340000,,,,,,,,,,0.677654,1.090056,1.417089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,7.344000,,,,,,,,,,0.679603,1.090257,1.416427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,7.348000,,,,,,,,,,0.681316,1.090809,1.415869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,7.352000,,,,,,,,,,0.682807,1.091258,1.415339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,7.356000,,,,,,,,,,0.684436,1.091679,1.414879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,7.360000,,,,,,,,,,0.686000,1.092108,1.414442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,7.364000,,,,,,,,,,0.687589,1.092656,1.413904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,7.368000,,,,,,,,,,0.688989,1.093075,1.413393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,7.372000,,,,,,,,,,0.690572,1.093495,1.413006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,7.376000,,,,,,,,,,0.692043,1.093959,1.412550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,7.380000,,,,,,,,,,0.693504,1.094558,1.412123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,7.384000,,,,,,,,,,0.694811,1.094944,1.411626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,7.388000,,,,,,,,,,0.696298,1.095366,1.411271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,7.392000,,,,,,,,,,0.697648,1.095835,1.410892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,7.396000,,,,,,,,,,0.699021,1.096445,1.410562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,7.400000,,,,,,,,,,0.700209,1.096823,1.410252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,7.404000,,,,,,,,,,0.701552,1.097318,1.409828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,7.408000,,,,,,,,,,0.702778,1.097673,1.409553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,7.412000,,,,,,,,,,0.704055,1.098258,1.409267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,7.416000,,,,,,,,,,0.705238,1.098738,1.408977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,7.420000,,,,,,,,,,0.706349,1.099161,1.408750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,7.424000,,,,,,,,,,0.707475,1.099647,1.408504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,7.428000,,,,,,,,,,0.708587,1.099918,1.408224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,7.432000,,,,,,,,,,0.709731,1.100402,1.407975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,7.436000,,,,,,,,,,0.710728,1.100727,1.407760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,7.440000,,,,,,,,,,0.711818,1.101235,1.407519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,7.444000,,,,,,,,,,0.712835,1.101706,1.407310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,7.448000,,,,,,,,,,0.713722,1.101978,1.407168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,7.452000,,,,,,,,,,0.714804,1.102422,1.406990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,7.456000,,,,,,,,,,0.715711,1.102666,1.406855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,7.460000,,,,,,,,,,0.716597,1.102927,1.406712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,7.464000,,,,,,,,,,0.717495,1.103390,1.406477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,7.468000,,,,,,,,,,0.718317,1.103634,1.406361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,7.472000,,,,,,,,,,0.719069,1.103908,1.406242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,7.476000,,,,,,,,,,0.719895,1.104297,1.406126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,7.480000,,,,,,,,,,0.720630,1.104587,1.406025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,7.484000,,,,,,,,,,0.721362,1.104713,1.406013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,7.488000,,,,,,,,,,0.722082,1.104973,1.405951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,7.492000,,,,,,,,,,0.722757,1.105236,1.405918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,7.496000,,,,,,,,,,0.723383,1.105469,1.405883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,7.500000,,,,,,,,,,0.723914,1.105613,1.405879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,7.504000,,,,,,,,,,0.724406,1.105761,1.405894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,7.508000,,,,,,,,,,0.724954,1.106028,1.405906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,7.512000,,,,,,,,,,0.725415,1.106245,1.405978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,7.516000,,,,,,,,,,0.725839,1.106439,1.406055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,7.520000,,,,,,,,,,0.726196,1.106543,1.406153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,7.524000,,,,,,,,,,0.726534,1.106649,1.406276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
