Format Version,1.23,Take Name,Take 2020-10-12 01.44.55 PM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-10-12 01.44.55.875 PM,Total Frames in Take,4605,Total Exported Frames,4605,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2460,9.840000,,,,,,,,,,,,,,,,,,,,,,,,
2461,9.844000,,,,,,,,,,,,,,,,,,,,,,,,
2462,9.848000,,,,,,,,,,,,,,,,,,,,,,,,
2463,9.852000,,,,,,,,,,,,,,,,,,,,,,,,
2464,9.856000,,,,,,,,,,,,,,,,,,,,,,,,
2465,9.860000,,,,,,,,,,,,,,,,,,,,,,,,
2466,9.864000,,,,,,,,,,,,,,,,,,,,,,,,
2467,9.868000,,,,,,,,,,,,,,,,,,,,,,,,
2468,9.872000,,,,,,,,,,,,,,,,,,,,,,,,
2469,9.876000,,,,,,,,,,,,,,,,,,,,,,,,
2470,9.880000,,,,,,,,,,,,,,,,,,,,,,,,
2471,9.884000,,,,,,,,,,,,,,,,,,,,,,,,
2472,9.888000,,,,,,,,,,,,,,,,,,,,,,,,
2473,9.892000,,,,,,,,,,,,,,,,,,,,,,,,
2474,9.896000,,,,,,,,,,,,,,,,,,,,,,,,
2475,9.900000,,,,,,,,,,,,,,,,,,,,,,,,
2476,9.904000,,,,,,,,,,,,,,,,,,,,,,,,
2477,9.908000,,,,,,,,,,,,,,,,,,,,,,,,
2478,9.912000,,,,,,,,,,,,,,,,,,,,,,,,
2479,9.916000,,,,,,,,,,,,,,,,,,,,,,,,
2480,9.920000,,,,,,,,,,,,,,,,,,,,,,,,
2481,9.924000,,,,,,,,,,,,,,,,,,,,,,,,
2482,9.928000,,,,,,,,,,,,,,,,,,,,,,,,
2483,9.932000,,,,,,,,,,,,,,,,,,,,,,,,
2484,9.936000,,,,,,,,,,,,,,,,,,,,,,,,
2485,9.940000,,,,,,,,,,,,,,,,,,,,,,,,
2486,9.944000,,,,,,,,,,,,,,,,,,,,,,,,
2487,9.948000,,,,,,,,,,,,,,,,,,,,,,,,
2488,9.952000,,,,,,,,,,,,,,,,,,,,,,,,
2489,9.956000,,,,,,,,,,,,,,,,,,,,,,,,
2490,9.960000,,,,,,,,,,,,,,,,,,,,,,,,
2491,9.964000,,,,,,,,,,,,,,,,,,,,,,,,
2492,9.968000,,,,,,,,,,,,,,,,,,,,,,,,
2493,9.972000,,,,,,,,,,,,,,,,,,,,,,,,
2494,9.976000,,,,,,,,,,,,,,,,,,,,,,,,
2495,9.980000,,,,,,,,,,,,,,,,,,,,,,,,
2496,9.984000,,,,,,,,,,,,,,,,,,,,,,,,
2497,9.988000,,,,,,,,,,,,,,,,,,,,,,,,
2498,9.992000,,,,,,,,,,,,,,,,,,,,,,,,
2499,9.996000,,,,,,,,,,,,,,,,,,,,,,,,
2500,10.000000,,,,,,,,,,,,,,,,,,,,,,,,
2501,10.004000,,,,,,,,,,,,,,,,,,,,,,,,
2502,10.008000,,,,,,,,,,,,,,,,,,,,,,,,
2503,10.012000,,,,,,,,,,,,,,,,,,,,,,,,
2504,10.016000,,,,,,,,,,,,,,,,,,,,,,,,
2505,10.020000,,,,,,,,,,,,,,,,,,,,,,,,
2506,10.024000,,,,,,,,,,,,,,,,,,,,,,,,
2507,10.028000,,,,,,,,,,,,,,,,,,,,,,,,
2508,10.032000,,,,,,,,,,,,,,,,,,,,,,,,
2509,10.036000,,,,,,,,,,,,,,,,,,,,,,,,
2510,10.040000,,,,,,,,,,,,,,,,,,,,,,,,
2511,10.044000,,,,,,,,,,,,,,,,,,,,,,,,
2512,10.048000,,,,,,,,,,,,,,,,,,,,,,,,
2513,10.052000,,,,,,,,,,,,,,,,,,,,,,,,
2514,10.056000,,,,,,,,,,,,,,,,,,,,,,,,
2515,10.060000,,,,,,,,,,,,,,,,,,,,,,,,
2516,10.064000,,,,,,,,,,,,,,,,,,,,,,,,
2517,10.068000,,,,,,,,,,,,,,,,,,,,,,,,
2518,10.072000,,,,,,,,,,,,,,,,,,,,,,,,
2519,10.076000,,,,,,,,,,,,,,,,,,,,,,,,
2520,10.080000,,,,,,,,,,,,,,,,,,,,,,,,
2521,10.084000,,,,,,,,,,,,,,,,,,,,,,,,
2522,10.088000,,,,,,,,,,,,,,,,,,,,,,,,
2523,10.092000,,,,,,,,,,,,,,,,,,,,,,,,
2524,10.096000,,,,,,,,,,,,,,,,,,,,,,,,
2525,10.100000,,,,,,,,,,,,,,,,,,,,,,,,
2526,10.104000,,,,,,,,,,,,,,,,,,,,,,,,
2527,10.108000,,,,,,,,,,,,,,,,,,,,,,,,
2528,10.112000,,,,,,,,,,,,,,,,,,,,,,,,
2529,10.116000,,,,,,,,,,,,,,,,,,,,,,,,
2530,10.120000,,,,,,,,,,,,,,,,,,,,,,,,
2531,10.124000,,,,,,,,,,,,,,,,,,,,,,,,
2532,10.128000,,,,,,,,,,,,,,,,,,,,,,,,
2533,10.132000,,,,,,,,,,,,,,,,,,,,,,,,
2534,10.136000,,,,,,,,,,,,,,,,,,,,,,,,
2535,10.140000,,,,,,,,,,,,,,,,,,,,,,,,
2536,10.144000,,,,,,,,,,,,,,,,,,,,,,,,
2537,10.148000,,,,,,,,,,,,,,,,,,,,,,,,
2538,10.152000,,,,,,,,,,,,,,,,,,,,,,,,
2539,10.156000,,,,,,,,,,,,,,,,,,,,,,,,
2540,10.160000,,,,,,,,,,,,,,,,,,,,,,,,
2541,10.164000,,,,,,,,,,,,,,,,,,,,,,,,
2542,10.168000,,,,,,,,,,,,,,,,,,,,,,,,
2543,10.172000,,,,,,,,,,,,,,,,,,,,,,,,
2544,10.176000,,,,,,,,,,,,,,,,,,,,,,,,
2545,10.180000,,,,,,,,,,,,,,,,,,,,,,,,
2546,10.184000,,,,,,,,,,,,,,,,,,,,,,,,
2547,10.188000,,,,,,,,,,,,,,,,,,,,,,,,
2548,10.192000,,,,,,,,,,,,,,,,,,,,,,,,
2549,10.196000,,,,,,,,,,,,,,,,,,,,,,,,
2550,10.200000,,,,,,,,,,,,,,,,,,,,,,,,
2551,10.204000,,,,,,,,,,,,,,,,,,,,,,,,
2552,10.208000,,,,,,,,,,,,,,,,,,,,,,,,
2553,10.212000,,,,,,,,,,,,,,,,,,,,,,,,
2554,10.216000,,,,,,,,,,,,,,,,,,,,,,,,
2555,10.220000,,,,,,,,,,,,,,,,,,,,,,,,
2556,10.224000,,,,,,,,,,,,,,,,,,,,,,,,
2557,10.228000,,,,,,,,,,,,,,,,,,,,,,,,
2558,10.232000,,,,,,,,,,,,,,,,,,,,,,,,
2559,10.236000,,,,,,,,,,,,,,,,,,,,,,,,
2560,10.240000,,,,,,,,,,,,,,,,,,,,,,,,
2561,10.244000,,,,,,,,,,,,,,,,,,,,,,,,
2562,10.248000,,,,,,,,,,,,,,,,,,,,,,,,
2563,10.252000,,,,,,,,,,,,,,,,,,,,,,,,
2564,10.256000,,,,,,,,,,,,,,,,,,,,,,,,
2565,10.260000,,,,,,,,,,,,,,,,,,,,,,,,
2566,10.264000,,,,,,,,,,,,,,,,,,,,,,,,
2567,10.268000,,,,,,,,,,,,,,,,,,,,,,,,
2568,10.272000,,,,,,,,,,,,,,,,,,,,,,,,
2569,10.276000,,,,,,,,,,,,,,,,,,,,,,,,
2570,10.280000,,,,,,,,,,,,,,,,,,,,,,,,
2571,10.284000,,,,,,,,,,,,,,,,,,,,,,,,
2572,10.288000,,,,,,,,,,,,,,,,,,,,,,,,
2573,10.292000,,,,,,,,,,,,,,,,,,,,,,,,
2574,10.296000,,,,,,,,,,,,,,,,,,,,,,,,
2575,10.300000,,,,,,,,,,,,,,,,,,,,,,,,
2576,10.304000,,,,,,,,,,,,,,,,,,,,,,,,
2577,10.308000,,,,,,,,,,,,,,,,,,,,,,,,
2578,10.312000,,,,,,,,,,,,,,,,,,,,,,,,
2579,10.316000,,,,,,,,,,,,,,,,,,,,,,,,
2580,10.320000,,,,,,,,,,,,,,,,,,,,,,,,
2581,10.324000,,,,,,,,,,,,,,,,,,,,,,,,
2582,10.328000,,,,,,,,,,,,,,,,,,,,,,,,
2583,10.332000,,,,,,,,,,,,,,,,,,,,,,,,
2584,10.336000,,,,,,,,,,,,,,,,,,,,,,,,
2585,10.340000,,,,,,,,,,,,,,,,,,,,,,,,
2586,10.344000,,,,,,,,,,,,,,,,,,,,,,,,
2587,10.348000,,,,,,,,,,,,,,,,,,,,,,,,
2588,10.352000,,,,,,,,,,,,,,,,,,,,,,,,
2589,10.356000,,,,,,,,,,,,,,,,,,,,,,,,
2590,10.360000,,,,,,,,,,,,,,,,,,,,,,,,
2591,10.364000,,,,,,,,,,,,,,,,,,,,,,,,
2592,10.368000,,,,,,,,,,,,,,,,,,,,,,,,
2593,10.372000,,,,,,,,,,,,,,,,,,,,,,,,
2594,10.376000,,,,,,,,,,,,,,,,,,,,,,,,
2595,10.380000,,,,,,,,,,,,,,,,,,,,,,,,
2596,10.384000,,,,,,,,,,,,,,,,,,,,,,,,
2597,10.388000,,,,,,,,,,,,,,,,,,,,,,,,
2598,10.392000,,,,,,,,,,,,,,,,,,,,,,,,
2599,10.396000,,,,,,,,,,,,,,,,,,,,,,,,
2600,10.400000,,,,,,,,,,,,,,,,,,,,,,,,
2601,10.404000,,,,,,,,,,,,,,,,,,,,,,,,
2602,10.408000,,,,,,,,,,,,,,,,,,,,,,,,
2603,10.412000,,,,,,,,,,,,,,,,,,,,,,,,
2604,10.416000,,,,,,,,,,,,,,,,,,,,,,,,
2605,10.420000,,,,,,,,,,,,,,,,,,,,,,,,
2606,10.424000,,,,,,,,,,,,,,,,,,,,,,,,
2607,10.428000,,,,,,,,,,,,,,,,,,,,,,,,
2608,10.432000,,,,,,,,,,,,,,,,,,,,,,,,
2609,10.436000,,,,,,,,,,,,,,,,,,,,,,,,
2610,10.440000,,,,,,,,,,,,,,,,,,,,,,,,
2611,10.444000,,,,,,,,,,,,,,,,,,,,,,,,
2612,10.448000,,,,,,,,,,,,,,,,,,,,,,,,
2613,10.452000,,,,,,,,,,,,,,,,,,,,,,,,
2614,10.456000,,,,,,,,,,,,,,,,,,,,,,,,
2615,10.460000,,,,,,,,,,,,,,,,,,,,,,,,
2616,10.464000,,,,,,,,,,,,,,,,,,,,,,,,
2617,10.468000,,,,,,,,,,,,,,,,,,,,,,,,
2618,10.472000,,,,,,,,,,,,,,,,,,,,,,,,
2619,10.476000,,,,,,,,,,,,,,,,,,,,,,,,
2620,10.480000,,,,,,,,,,,,,,,,,,,,,,,,
2621,10.484000,,,,,,,,,,,,,,,,,,,,,,,,
2622,10.488000,,,,,,,,,,,,,,,,,,,,,,,,
2623,10.492000,,,,,,,,,,,,,,,,,,,,,,,,
2624,10.496000,,,,,,,,,,,,,,,,,,,,,,,,
2625,10.500000,,,,,,,,,,,,,,,,,,,,,,,,
2626,10.504000,,,,,,,,,,,,,,,,,,,,,,,,
2627,10.508000,,,,,,,,,,,,,,,,,,,,,,,,
2628,10.512000,,,,,,,,,,,,,,,,,,,,,,,,
2629,10.516000,,,,,,,,,,,,,,,,,,,,,,,,
2630,10.520000,,,,,,,,,,,,,,,,,,,,,,,,
2631,10.524000,,,,,,,,,,,,,,,,,,,,,,,,
2632,10.528000,,,,,,,,,,,,,,,,,,,,,,,,
2633,10.532000,,,,,,,,,,,,,,,,,,,,,,,,
2634,10.536000,,,,,,,,,,,,,,,,,,,,,,,,
2635,10.540000,,,,,,,,,,,,,,,,,,,,,,,,
2636,10.544000,,,,,,,,,,,,,,,,,,,,,,,,
2637,10.548000,,,,,,,,,,,,,,,,,,,,,,,,
2638,10.552000,,,,,,,,,,,,,,,,,,,,,,,,
2639,10.556000,,,,,,,,,,,,,,,,,,,,,,,,
2640,10.560000,,,,,,,,,,,,,,,,,,,,,,,,
2641,10.564000,,,,,,,,,,,,,,,,,,,,,,,,
2642,10.568000,,,,,,,,,,,,,,,,,,,,,,,,
2643,10.572000,,,,,,,,,,,,,,,,,,,,,,,,
2644,10.576000,,,,,,,,,,,,,,,,,,,,,,,,
2645,10.580000,,,,,,,,,,,,,,,,,,,,,,,,
2646,10.584000,,,,,,,,,,,,,,,,,,,,,,,,
2647,10.588000,,,,,,,,,,,,,,,,,,,,,,,,
2648,10.592000,,,,,,,,,,,,,,,,,,,,,,,,
2649,10.596000,,,,,,,,,,,,,,,,,,,,,,,,
2650,10.600000,,,,,,,,,,,,,,,,,,,,,,,,
2651,10.604000,,,,,,,,,,,,,,,,,,,,,,,,
2652,10.608000,,,,,,,,,,,,,,,,,,,,,,,,
2653,10.612000,,,,,,,,,,,,,,,,,,,,,,,,
2654,10.616000,,,,,,,,,,,,,,,,,,,,,,,,
2655,10.620000,,,,,,,,,,,,,,,,,,,,,,,,
2656,10.624000,,,,,,,,,,,,,,,,,,,,,,,,
2657,10.628000,,,,,,,,,,,,,,,,,,,,,,,,
2658,10.632000,,,,,,,,,,,,,,,,,,,,,,,,
2659,10.636000,,,,,,,,,,,,,,,,,,,,,,,,
2660,10.640000,,,,,,,,,,,,,,,,,,,,,,,,
2661,10.644000,,,,,,,,,,,,,,,,,,,,,,,,
2662,10.648000,,,,,,,,,,,,,,,,,,,,,,,,
2663,10.652000,,,,,,,,,,,,,,,,,,,,,,,,
2664,10.656000,,,,,,,,,,,,,,,,,,,,,,,,
2665,10.660000,,,,,,,,,,,,,,,,,,,,,,,,
2666,10.664000,,,,,,,,,,,,,,,,,,,,,,,,
2667,10.668000,,,,,,,,,,,,,,,,,,,,,,,,
2668,10.672000,,,,,,,,,,,,,,,,,,,,,,,,
2669,10.676000,,,,,,,,,,,,,,,,,,,,,,,,
2670,10.680000,,,,,,,,,,,,,,,,,,,,,,,,
2671,10.684000,,,,,,,,,,,,,,,,,,,,,,,,
2672,10.688000,,,,,,,,,,,,,,,,,,,,,,,,
2673,10.692000,,,,,,,,,,,,,,,,,,,,,,,,
2674,10.696000,,,,,,,,,,,,,,,,,,,,,,,,
2675,10.700000,,,,,,,,,,,,,,,,,,,,,,,,
2676,10.704000,,,,,,,,,,,,,,,,,,,,,,,,
2677,10.708000,,,,,,,,,,,,,,,,,,,,,,,,
2678,10.712000,,,,,,,,,,,,,,,,,,,,,,,,
2679,10.716000,,,,,,,,,,,,,,,,,,,,,,,,
2680,10.720000,,,,,,,,,,,,,,,,,,,,,,,,
2681,10.724000,,,,,,,,,,,,,,,,,,,,,,,,
2682,10.728000,,,,,,,,,,,,,,,,,,,,,,,,
2683,10.732000,,,,,,,,,,,,,,,,,,,,,,,,
2684,10.736000,,,,,,,,,,,,,,,,,,,,,,,,
2685,10.740000,,,,,,,,,,,,,,,,,,,,,,,,
2686,10.744000,,,,,,,,,,,,,,,,,,,,,,,,
2687,10.748000,,,,,,,,,,,,,,,,,,,,,,,,
2688,10.752000,,,,,,,,,,,,,,,,,,,,,,,,
2689,10.756000,,,,,,,,,,,,,,,,,,,,,,,,
2690,10.760000,,,,,,,,,,,,,,,,,,,,,,,,
2691,10.764000,,,,,,,,,,,,,,,,,,,,,,,,
2692,10.768000,,,,,,,,,,,,,,,,,,,,,,,,
2693,10.772000,,,,,,,,,,,,,,,,,,,,,,,,
2694,10.776000,,,,,,,,,,,,,,,,,,,,,,,,
2695,10.780000,,,,,,,,,,,,,,,,,,,,,,,,
2696,10.784000,,,,,,,,,,,,,,,,,,,,,,,,
2697,10.788000,,,,,,,,,,,,,,,,,,,,,,,,
2698,10.792000,,,,,,,,,,,,,,,,,,,,,,,,
2699,10.796000,,,,,,,,,,,,,,,,,,,,,,,,
2700,10.800000,,,,,,,,,,,,,,,,,,,,,,,,
2701,10.804000,,,,,,,,,,,,,,,,,,,,,,,,
2702,10.808000,,,,,,,,,,,,,,,,,,,,,,,,
2703,10.812000,,,,,,,,,,,,,,,,,,,,,,,,
2704,10.816000,,,,,,,,,,,,,,,,,,,,,,,,
2705,10.820000,,,,,,,,,,,,,,,,,,,,,,,,
2706,10.824000,,,,,,,,,,,,,,,,,,,,,,,,
2707,10.828000,,,,,,,,,,,,,,,,,,,,,,,,
2708,10.832000,,,,,,,,,,,,,,,,,,,,,,,,
2709,10.836000,,,,,,,,,,,,,,,,,,,,,,,,
2710,10.840000,,,,,,,,,,,,,,,,,,,,,,,,
2711,10.844000,,,,,,,,,,,,,,,,,,,,,,,,
2712,10.848000,,,,,,,,,,,,,,,,,,,,,,,,
2713,10.852000,,,,,,,,,,,,,,,,,,,,,,,,
2714,10.856000,,,,,,,,,,,,,,,,,,,,,,,,
2715,10.860000,,,,,,,,,,,,,,,,,,,,,,,,
2716,10.864000,,,,,,,,,,,,,,,,,,,,,,,,
2717,10.868000,,,,,,,,,,,,,,,,,,,,,,,,
2718,10.872000,,,,,,,,,,,,,,,,,,,,,,,,
2719,10.876000,,,,,,,,,,,,,,,,,,,,,,,,
2720,10.880000,,,,,,,,,,,,,,,,,,,,,,,,
2721,10.884000,,,,,,,,,,,,,,,,,,,,,,,,
2722,10.888000,,,,,,,,,,,,,,,,,,,,,,,,
2723,10.892000,,,,,,,,,,,,,,,,,,,,,,,,
2724,10.896000,,,,,,,,,,,,,,,,,,,,,,,,
2725,10.900000,,,,,,,,,,,,,,,,,,,,,,,,
2726,10.904000,,,,,,,,,,,,,,,,,,,,,,,,
2727,10.908000,,,,,,,,,,,,,,,,,,,,,,,,
2728,10.912000,,,,,,,,,,,,,,,,,,,,,,,,
2729,10.916000,,,,,,,,,,,,,,,,,,,,,,,,
2730,10.920000,,,,,,,,,,,,,,,,,,,,,,,,
2731,10.924000,,,,,,,,,,,,,,,,,,,,,,,,
2732,10.928000,,,,,,,,,,,,,,,,,,,,,,,,
2733,10.932000,,,,,,,,,,,,,,,,,,,,,,,,
2734,10.936000,,,,,,,,,,,,,,,,,,,,,,,,
2735,10.940000,,,,,,,,,,,,,,,,,,,,,,,,
2736,10.944000,,,,,,,,,,,,,,,,,,,,,,,,
2737,10.948000,,,,,,,,,,,,,,,,,,,,,,,,
2738,10.952000,3.438231,1.161427,0.949470,,,,,,,,,,,,,,,,,,,,,
2739,10.956000,3.425342,1.157673,0.969264,,,,,,,,,,,,,,,,,,,,,
2740,10.960000,3.411582,1.152057,0.989076,,,,,,,,,,,,,,,,,,,,,
2741,10.964000,3.397405,1.146174,1.009490,,,,,,,,,,,,,,,,,,,,,
2742,10.968000,3.383220,1.140621,1.028738,,,,,,,,,,,,,,,,,,,,,
2743,10.972000,3.369334,1.135019,1.048126,,,,,,,,,,,,,,,,,,,,,
2744,10.976000,3.355431,1.129481,1.067434,,,,,,,,,,,,,,,,,,,,,
2745,10.980000,3.342001,1.124096,1.086540,,,,,,,,,,,,,,,,,,,,,
2746,10.984000,3.327951,1.118301,1.105645,,,,,,,,,,,,,,,,,,,,,
2747,10.988000,3.313504,1.112143,1.124402,,,,,,,,,,,,,,,,,,,,,
2748,10.992000,3.299908,1.106546,1.142975,,,,,,,,,,,,,,,,,,,,,
2749,10.996000,3.285175,1.099663,1.161234,,,,,,,,,,,,,,,,,,,,,
2750,11.000000,3.271081,1.094331,1.179449,,,,,,,,,,,,,,,,,,,,,
2751,11.004000,3.256976,1.088691,1.197493,,,,,,,,,,,,,,,,,,,,,
2752,11.008000,3.242989,1.083066,1.215466,,,,,,,,,,,,,,,,,,,,,
2753,11.012000,3.229141,1.077224,1.233155,,,,,,,,,,,,,,,,,,,,,
2754,11.016000,3.214899,1.071814,1.251072,,,,,,,,,,,,,,,,,,,,,
2755,11.020000,3.200887,1.066458,1.268829,,,,,,,,,,,,,,,,,,,,,
2756,11.024000,3.186871,1.060809,1.286084,,,,,,,,,,,,,,,,,,,,,
2757,11.028000,3.172729,1.055106,1.303252,,,,,,,,,,,,,,,,,,,,,
2758,11.032000,3.158716,1.049448,1.320038,,,,,,,,,,,,,,,,,,,,,
2759,11.036000,3.144787,1.043808,1.336655,,,,,,,,,,,,,,,,,,,,,
2760,11.040000,3.130788,1.038184,1.353088,,,,,,,,,,,,,,,,,,,,,
2761,11.044000,3.116958,1.032546,1.369359,,,,,,,,,,,,,,,,,,,,,
2762,11.048000,3.103108,1.026803,1.385713,,,,,,,,,,,,,,,,,,,,,
2763,11.052000,3.090340,1.021514,1.402133,,,,,,,,,,,,,,,,,,,,,
2764,11.056000,3.074738,1.015307,1.417375,,,,,,,,,,,,,,,,,,,,,
2765,11.060000,3.061119,1.009828,1.433355,,,,,,,,,,,,,,,,,,,,,
2766,11.064000,3.047897,1.004536,1.448981,,,,,,,,,,,,,,,,,,,,,
2767,11.068000,3.034250,0.998833,1.464360,,,,,,,,,,,,,,,,,,,,,
2768,11.072000,3.020545,0.993366,1.479543,,,,,,,,,,,,,,,,,,,,,
2769,11.076000,3.006712,0.987673,1.494568,,,,,,,,,,,,,,,,,,,,,
2770,11.080000,2.992708,0.981973,1.509320,,,,,,,,,,,,,,,,,,,,,
2771,11.084000,2.978766,0.976300,1.523872,,,,,,,,,,,,,,,,,,,,,
2772,11.088000,2.964743,0.970219,1.538121,,,,,,,,,,,,,,,,,,,,,
2773,11.092000,2.951164,0.965041,1.552688,,,,,,,,,,,,,,,,,,,,,
2774,11.096000,2.937248,0.959521,1.566926,,,,,,,,,,,,,,,,,,,,,
2775,11.100000,2.923458,0.953938,1.580934,,,,,,,,,,,,,,,,,,,,,
2776,11.104000,2.909626,0.948328,1.594844,,,,,,,,,,,,,,,,,,,,,
2777,11.108000,2.895738,0.942694,1.608515,,,,,,,,,,,,,,,,,,,,,
2778,11.112000,2.881859,0.937171,1.622105,,,,,,,,,,,,,,,,,,,,,
2779,11.116000,2.868083,0.931590,1.635370,,,,,,,,,,,,,,,,,,,,,
2780,11.120000,2.854221,0.926004,1.648489,,,,,,,,,,,,,,,,,,,,,
2781,11.124000,2.840431,0.920427,1.661402,,,,,,,,,,,,,,,,,,,,,
2782,11.128000,2.826660,0.914878,1.674202,,,,,,,,,,,,,,,,,,,,,
2783,11.132000,2.812907,0.909355,1.686759,,,,,,,,,,,,,,,,,,,,,
2784,11.136000,2.799222,0.903846,1.699269,,,,,,,,,,,,,,,,,,,,,
2785,11.140000,2.785030,0.897978,1.711605,,,,,,,,,,,,,,,,,,,,,
2786,11.144000,2.771164,0.892204,1.723771,,,,,,,,,,,,,,,,,,,,,
2787,11.148000,2.757501,0.886685,1.735565,,,,,,,,,,,,,,,,,,,,,
2788,11.152000,2.744077,0.881117,1.747673,,,,,,,,,,,,,,,,,,,,,
2789,11.156000,2.731367,0.875717,1.759595,,,,,,,,,,,,,,,,,,,,,
2790,11.160000,2.717678,0.870477,1.771004,,,,,,,,,,,,,,,,,,,,,
2791,11.164000,2.704013,0.865010,1.782264,,,,,,,,,,,,,,,,,,,,,
2792,11.168000,2.690388,0.859415,1.793397,,,,,,,,,,,,,,,,,,,,,
2793,11.172000,2.676623,0.853765,1.804277,,,,,,,,,,,,,,,,,,,,,
2794,11.176000,2.662788,0.847815,1.814884,,,,,,,,,,,,,,,,,,,,,
2795,11.180000,2.649180,0.842240,1.825564,,,,,,,,,,,,,,,,,,,,,
2796,11.184000,2.635537,0.836862,1.836099,,,,,,,,,,,,,,,,,,,,,
2797,11.188000,2.621943,0.831356,1.846465,,,,,,,,,,,,,,,,,,,,,
2798,11.192000,2.608452,0.826120,1.856829,,,,,,,,,,,,,,,,,,,,,
2799,11.196000,2.594803,0.820558,1.866818,,,,,,,,,,,,,,,,,,,,,
2800,11.200000,2.581106,0.814978,1.876580,,,,,,,,,,,,,,,,,,,,,
2801,11.204000,2.567379,0.809369,1.886292,,,,,,,,,,,,,,,,,,,,,
2802,11.208000,2.553887,0.803839,1.895715,,,,,,,,,,,,,,,,,,,,,
2803,11.212000,2.540351,0.798414,1.905028,,,,,,,,,,,,,,,,,,,,,
2804,11.216000,2.526871,0.793014,1.914186,,,,,,,,,,,,,,,,,,,,,
2805,11.220000,2.513140,0.787615,1.923226,,,,,,,,,,,,,,,,,,,,,
2806,11.224000,2.499549,0.782111,1.932066,,,,,,,,,,,,,,,,,,,,,
2807,11.228000,2.486059,0.776678,1.940780,,,,,,,,,,,,,,,,,,,,,
2808,11.232000,2.472059,0.770991,1.949293,,,,,,,,,,,,,,,,,,,,,
2809,11.236000,2.458443,0.764962,1.957572,,,,,,,,,,,,,,,,,,,,,
2810,11.240000,2.444945,0.759490,1.965899,,,,,,,,,,,,,,,,,,,,,
2811,11.244000,2.432156,0.754340,1.974128,,,,,,,,,,,,,,,,,,,,,
2812,11.248000,2.418814,0.749038,1.982018,,,,,,,,,,,,,,,,,,,,,
2813,11.252000,2.405421,0.743749,1.989729,,,,,,,,,,,,,,,,,,,,,
2814,11.256000,2.391932,0.738183,1.997237,,,,,,,,,,,,,,,,,,,,,
2815,11.260000,2.378392,0.732220,2.004402,,,,,,,,,,,,,,,,,,,,,
2816,11.264000,2.364883,0.727086,2.011673,,,,,,,,,,,,,,,,,,,,,
2817,11.268000,2.351306,0.721434,2.018532,,,,,,,,,,,,,,,,,,,,,
2818,11.272000,2.337878,0.716194,2.025604,,,,,,,,,,,,,,,,,,,,,
2819,11.276000,2.324478,0.710895,2.032428,,,,,,,,,,,,,,,,,,,,,
2820,11.280000,2.310978,0.705400,2.038981,,,,,,,,,,,,,,,,,,,,,
2821,11.284000,2.297778,0.699674,2.044806,,,,,,,,,,,,,,,,,,,,,
2822,11.288000,2.284090,0.694223,2.051145,,,,,,,,,,,,,,,,,,,,,
2823,11.292000,2.270650,0.688868,2.057232,,,,,,,,,,,,,,,,,,,,,
2824,11.296000,2.257123,0.683446,2.063391,,,,,,,,,,,,,,,,,,,,,
2825,11.300000,2.243604,0.677967,2.069241,,,,,,,,,,,,,,,,,,,,,
2826,11.304000,2.230217,0.672615,2.074803,,,,,,,,,,,,,,,,,,,,,
2827,11.308000,2.216863,0.667329,2.080232,,,,,,,,,,,,,,,,,,,,,
2828,11.312000,2.203552,0.661992,2.085437,,,,,,,,,,,,,,,,,,,,,
2829,11.316000,2.190164,0.656773,2.090685,,,,,,,,,,,,,,,,,,,,,
2830,11.320000,2.176702,0.651239,2.095627,,,,,,,,,,,,,,,,,,,,,
2831,11.324000,2.163251,0.645678,2.100461,,,,,,,,,,,,,,,,,,,,,
2832,11.328000,2.149920,0.640065,2.105132,,,,,,,,,,,,,,,,,,,,,
2833,11.332000,2.136745,0.634659,2.109618,,,,,,,,,,,,,,,,,,,,,
2834,11.336000,2.123525,0.629245,2.113943,,,,,,,,,,,,,,,,,,,,,
2835,11.340000,2.110334,0.623974,2.118072,,,,,,,,,,,,,,,,,,,,,
2836,11.344000,2.097029,0.618711,2.122026,,,,,,,,,,,,,,,,,,,,,
2837,11.348000,2.083757,0.613315,2.125828,,,,,,,,,,,,,,,,,,,,,
2838,11.352000,2.070250,0.607484,2.129302,,,,,,,,,,,,,,,,,,,,,
2839,11.356000,2.056935,0.602254,2.132741,,,,,,,,,,,,,,,,,,,,,
2840,11.360000,2.043651,0.597179,2.136320,,,,,,,,,,,,,,,,,,,,,
2841,11.364000,2.030318,0.591782,2.139462,,,,,,,,,,,,,,,,,,,,,
2842,11.368000,2.017059,0.586355,2.142475,,,,,,,,,,,,,,,,,,,,,
2843,11.372000,2.003893,0.580978,2.144986,,,,,,,,,,,,,,,,,,,,,
2844,11.376000,1.990579,0.575502,2.147588,,,,,,,,,,,,,,,,,,,,,
2845,11.380000,1.977399,0.570191,2.150014,,,,,,,,,,,,,,,,,,,,,
2846,11.384000,1.964038,0.564693,2.152405,,,,,,,,,,,,,,,,,,,,,
2847,11.388000,1.950654,0.559444,2.154808,,,,,,,,,,,,,,,,,,,,,
